TTDDRUID	Drug_id
D0I9RW	PUBCHEM:135427931
D0I9RY	PUBCHEM:20238032
D0I9SX	PUBCHEM:14707
D0I9TR	PUBCHEM:44370460
D0I9VN	PUBCHEM:445967
D0I9VY	PUBCHEM:150762
D0I9XR	PUBCHEM:11493740
D0I9YJ	PUBCHEM:4752
D0I9ZJ	PUBCHEM:447206
D0IA3U	PUBCHEM:44442376
D0IA7R	PUBCHEM:44450094
D0IB3K	PUBCHEM:5320686
D0IB4H	PUBCHEM:16737618
D0IB5L	PUBCHEM:99478
D0IB6Y	PUBCHEM:11658526
D0IB8C	PUBCHEM:22424988
D0IB8N	PUBCHEM:10359
D0IC1N	PUBCHEM:185620
D0IC4J	PUBCHEM:45375937
D0IC5F	PUBCHEM:44414801
D0IC5U	PUBCHEM:11573367
D0IC6D	PUBCHEM:71605071
D0IC7C	PUBCHEM:776421
D0IC8U	PUBCHEM:24849867
D0ID3Y	PUBCHEM:46233197
D0ID5M	PUBCHEM:91936746
D0ID6U	PUBCHEM:9851104
D0IE6Z	PUBCHEM:56842294
D0IF2H	PUBCHEM:44386193
D0IF3H	PUBCHEM:100016
D0IF3N	PUBCHEM:12656
D0IF8Z	PUBCHEM:268297
D0IG5E	PUBCHEM:44582613
D0IG7F	PUBCHEM:9548885
D0IH6W	PUBCHEM:5317598
D0IJ2X	PUBCHEM:10219753
D0IJ7H	PUBCHEM:1662
D0IK1U	PUBCHEM:644100
D0IK2S	PUBCHEM:5270543
D0IK4V	PUBCHEM:3124417
D0IL0G	PUBCHEM:9993220
D0IL1B	PUBCHEM:3494
D0IL7F	PUBCHEM:44325183
D0IL9H	PUBCHEM:44430013
D0IM1Q	PUBCHEM:45484855
D0IM4E	PUBCHEM:10977911
D0IM5E	PUBCHEM:11450263
D0IM5H	PUBCHEM:44588319
D0IN0X	PUBCHEM:23625355
D0IN7A	PUBCHEM:46855771
D0IO0I	PUBCHEM:6474893
D0IO8J	PUBCHEM:3025961
D0IP7L	PUBCHEM:44590295
D0IP9V	PUBCHEM:10107234
D0IQ0S	PUBCHEM:45487602
D0IQ4S	PUBCHEM:44422917
D0IQ7Y	PUBCHEM:935415
D0IR0R	PUBCHEM:16102751
D0IR4Y	PUBCHEM:9995251
D0IR5I	PUBCHEM:135453851
D0IR6U	PUBCHEM:5494425
D0IR7E	PUBCHEM:439853
D0IS5V	PUBCHEM:57339806
D0IS6B	PUBCHEM:1237
D0IT1M	PUBCHEM:5288437
D0IT1P	PUBCHEM:44568667
D0IT5D	PUBCHEM:101635
D0IU2K	PUBCHEM:44577307
D0IU3X	PUBCHEM:44405186
D0IU5E	PUBCHEM:716930
D0IU6I	PUBCHEM:91827344
D0IU8V	PUBCHEM:9903877
D0IV2E	PUBCHEM:5280592
D0IV5D	PUBCHEM:11241135
D0IV9K	PUBCHEM:46230998
D0IW4Q	PUBCHEM:44397336
D0IW5C	PUBCHEM:918281
D0IW8V	PUBCHEM:7020170
D0IX0N	PUBCHEM:10489277
D0IX1V	PUBCHEM:24939279
D0IX3I	PUBCHEM:44549251
D0IX7S	PUBCHEM:3035602
D0IX7Y	PUBCHEM:11754511
D0IY2V	PUBCHEM:44429065
D0IY3E	PUBCHEM:73755240
D0IY5Y	PUBCHEM:11675600
D0IY9H	PUBCHEM:9823741
D0IZ1X	PUBCHEM:3036222
D0IZ4Z	PUBCHEM:25192184
D0IZ8M	PUBCHEM:56675928
D0IZ9O	PUBCHEM:24860513
D0J0AG	PUBCHEM:135421237
D0J0BV	PUBCHEM:2873523
D0J0BW	PUBCHEM:151925
D0J0CA	PUBCHEM:107704
D0J0CB	PUBCHEM:2753
D0J0CU	PUBCHEM:483460
D0J0DK	PUBCHEM:44568851
D0J0ES	PUBCHEM:44322661
D0J0GM	PUBCHEM:44224215
D0J0HK	PUBCHEM:135440068
D0J0IY	PUBCHEM:44381715
D0J0JY	PUBCHEM:12389
D0J0KC	PUBCHEM:24978557
D0J0KG	PUBCHEM:9847259
D0J0KR	PUBCHEM:9798699
D0J0MD	PUBCHEM:23635730
D0J0MX	PUBCHEM:641683
D0J0NS	PUBCHEM:5748434
D0J0OY	PUBCHEM:44418147
D0J0QW	PUBCHEM:46233266
D0J0TP	PUBCHEM:9917862
D0J0WJ	PUBCHEM:45257110
D0J0WO	PUBCHEM:7023019
D0J0YB	PUBCHEM:263942
D0J0ZF	PUBCHEM:12039267
D0J0ZK	PUBCHEM:46937420
D0J1AE	PUBCHEM:10708590
D0J1AW	PUBCHEM:405560
D0J1AY	PUBCHEM:445376
D0J1BA	PUBCHEM:393594
D0J1CC	PUBCHEM:11948634
D0J1DW	PUBCHEM:6505320
D0J1GM	PUBCHEM:179431
D0J1HP	PUBCHEM:10378389
D0J1IE	PUBCHEM:11993873
D0J1IX	PUBCHEM:1238015
D0J1JB	PUBCHEM:11668217
D0J1KH	PUBCHEM:262093
D0J1LO	PUBCHEM:445319
D0J1LX	PUBCHEM:24882417
D0J1PG	PUBCHEM:46237944
D0J1PJ	PUBCHEM:135349
D0J1PL	PUBCHEM:44450124
D0J1PZ	PUBCHEM:2723687
D0J1QQ	PUBCHEM:16130897
D0J1QT	PUBCHEM:44473100
D0J1SA	PUBCHEM:499953
D0J1SX	PUBCHEM:42638006
D0J1VB	PUBCHEM:10966027
D0J1VS	PUBCHEM:44379696
D0J1XP	PUBCHEM:11818139
D0J1XZ	PUBCHEM:16122555
D0J2AE	PUBCHEM:7377
D0J2CR	PUBCHEM:10008573
D0J2EE	PUBCHEM:9957245
D0J2FY	PUBCHEM:46936685
D0J2ID	PUBCHEM:10730997
D0J2IK	PUBCHEM:44405192
D0J2JM	PUBCHEM:46879415
D0J2NG	PUBCHEM:44418724
D0J2NS	PUBCHEM:9859210
D0J2PO	PUBCHEM:46887866
D0J2PW	PUBCHEM:46533
D0J2RI	PUBCHEM:19049061
D0J2SM	PUBCHEM:296008
D0J2UA	PUBCHEM:135433933
D0J2UD	PUBCHEM:73350028
D0J2UJ	PUBCHEM:6423
D0J2UW	PUBCHEM:3086599
D0J2VQ	PUBCHEM:184178
D0J2WC	PUBCHEM:11785732
D0J2WN	PUBCHEM:5311344
D0J2WW	PUBCHEM:6539801
D0J2XD	PUBCHEM:5329845
D0J2YB	PUBCHEM:23631116
D0J2ZS	PUBCHEM:75124306
D0J3AO	PUBCHEM:9914897
D0J3BT	PUBCHEM:16663418
D0J3BV	PUBCHEM:91933235
D0J3CJ	PUBCHEM:20872696
D0J3CY	PUBCHEM:45141753
D0J3DB	PUBCHEM:44562748
D0J3DW	PUBCHEM:11850038
D0J3EA	PUBCHEM:54759275
D0J3EJ	PUBCHEM:16645659
D0J3EZ	PUBCHEM:4038142
D0J3FH	PUBCHEM:10218379
D0J3HR	PUBCHEM:10899142
D0J3IA	PUBCHEM:29786172
D0J3JI	PUBCHEM:90488984
D0J3LR	PUBCHEM:11634725
D0J3NK	PUBCHEM:44427177
D0J3NS	PUBCHEM:10198101
D0J3NX	PUBCHEM:44224196
D0J3OZ	PUBCHEM:21934605
D0J3PJ	PUBCHEM:4331799
D0J3PK	PUBCHEM:11779089
D0J3PM	PUBCHEM:44407886
D0J3QC	PUBCHEM:10071166
D0J3RB	PUBCHEM:266986
D0J3RS	PUBCHEM:46222470
D0J3SN	PUBCHEM:1868
D0J3SP	PUBCHEM:11718391
D0J3SW	PUBCHEM:101210881
D0J3TS	PUBCHEM:4164759
D0J3TY	PUBCHEM:10588437
D0J3UU	PUBCHEM:11460087
D0J3VX	PUBCHEM:10248092
D0J3XJ	PUBCHEM:44578696
D0J3YD	PUBCHEM:91937014
D0J3ZK	PUBCHEM:9995893
D0J4AT	PUBCHEM:10990391
D0J4BF	PUBCHEM:194323
D0J4CB	PUBCHEM:24803184
D0J4DJ	PUBCHEM:135423423
D0J4EF	PUBCHEM:13279027
D0J4EZ	PUBCHEM:135443359
D0J4GG	PUBCHEM:9853328
D0J4HH	PUBCHEM:10198811
D0J4KJ	PUBCHEM:446245
D0J4LR	PUBCHEM:44407137
D0J4MU	PUBCHEM:91827347
D0J4NI	PUBCHEM:44186618
D0J4NN	PUBCHEM:49862506
D0J4NQ	PUBCHEM:9847290
D0J4ON	PUBCHEM:135473382
D0J4QH	PUBCHEM:6369390
D0J4RI	PUBCHEM:135439060
D0J4RY	PUBCHEM:1103113
D0J4SW	PUBCHEM:10731097
D0J4VA	PUBCHEM:46854606
D0J4VR	PUBCHEM:46191176
D0J4YA	PUBCHEM:9943465
D0J5AD	PUBCHEM:101178846
D0J5AR	PUBCHEM:11672904
D0J5AU	PUBCHEM:25133940
D0J5DN	PUBCHEM:5284648
D0J5EF	PUBCHEM:215051
D0J5EZ	PUBCHEM:54726664
D0J5FK	PUBCHEM:58539171
D0J5IR	PUBCHEM:44555371
D0J5JO	PUBCHEM:44430009
D0J5KA	PUBCHEM:44406095
D0J5KG	PUBCHEM:44411771
D0J5KK	PUBCHEM:3221297
D0J5OV	PUBCHEM:442674
D0J5OX	PUBCHEM:16775011
D0J5OY	PUBCHEM:44388022
D0J5RG	PUBCHEM:71
D0J5RQ	PUBCHEM:234102
D0J5SD	PUBCHEM:24781184
D0J5SK	PUBCHEM:5328819
D0J5TL	PUBCHEM:10845560
D0J5VK	PUBCHEM:67145
D0J6IE	PUBCHEM:91181036
D0J6JT	PUBCHEM:1355
D0J6KJ	PUBCHEM:445722
D0J6KN	PUBCHEM:135511848
D0J6ME	PUBCHEM:9964781
D0J6NI	PUBCHEM:49799252
D0J6PQ	PUBCHEM:44401937
D0J6PV	PUBCHEM:10154248
D0J6QC	PUBCHEM:14803041
D0J6RQ	PUBCHEM:6437306
D0J6SP	PUBCHEM:24824620
D0J6SX	PUBCHEM:7088460
D0J6TU	PUBCHEM:44564457
D0J6UH	PUBCHEM:73755182
D0J6WG	PUBCHEM:44275894
D0J6WM	PUBCHEM:73755012
D0J6XI	PUBCHEM:1253361
D0J6XO	PUBCHEM:9884746
D0J7AM	PUBCHEM:603910
D0J7BH	PUBCHEM:804048
D0J7CK	PUBCHEM:73351528
D0J7CR	PUBCHEM:42617983
D0J7DN	PUBCHEM:91932087
D0J7EL	PUBCHEM:1677
D0J7EM	PUBCHEM:24776941
D0J7EN	PUBCHEM:56603772
D0J7FD	PUBCHEM:9823454
D0J7FJ	PUBCHEM:11991891
D0J7FK	PUBCHEM:43608139
D0J7GF	PUBCHEM:780643
D0J7GJ	PUBCHEM:44408484
D0J7GU	PUBCHEM:46703929
D0J7HS	PUBCHEM:16150418
D0J7KJ	PUBCHEM:52940758
D0J7LY	PUBCHEM:11436345
D0J7MD	PUBCHEM:13683078
D0J7MM	PUBCHEM:11440762
D0J7NR	PUBCHEM:15065143
D0J7NS	PUBCHEM:15887953
D0J7OM	PUBCHEM:24777047
D0J7VA	PUBCHEM:23634491
D0J7VL	PUBCHEM:44439873
D0J7XB	PUBCHEM:5281441
D0J7XM	PUBCHEM:123795
D0J7XZ	PUBCHEM:9819614
D0J7YE	PUBCHEM:17164245
D0J7YU	PUBCHEM:411523
D0J7YV	PUBCHEM:49866102
D0J7ZK	PUBCHEM:13231190
D0J8BD	PUBCHEM:44303431
D0J8BO	PUBCHEM:449223
D0J8DC	PUBCHEM:44414861
D0J8FS	PUBCHEM:5377857
D0J8KR	PUBCHEM:1195
D0J8KW	PUBCHEM:3081355
D0J8LQ	PUBCHEM:607810
D0J8LU	PUBCHEM:44543257
D0J8OW	PUBCHEM:446355
D0J8PY	PUBCHEM:1328600
D0J8QS	PUBCHEM:10965467
D0J8RI	PUBCHEM:9964324
D0J8RP	PUBCHEM:10609576
D0J8SU	PUBCHEM:36511
D0J8TY	PUBCHEM:5280436
D0J8VR	PUBCHEM:25169383
D0J8VU	PUBCHEM:42645847
D0J8ZH	PUBCHEM:10927468
D0J9CR	PUBCHEM:16095384
D0J9DD	PUBCHEM:69590
D0J9DO	PUBCHEM:44390664
D0J9DY	PUBCHEM:44349317
D0J9FK	PUBCHEM:135921139
D0J9FT	PUBCHEM:445892
D0J9JH	PUBCHEM:15940065
D0J9MP	PUBCHEM:11849197
D0J9OG	PUBCHEM:2321450
D0J9OS	PUBCHEM:44410800
D0J9PG	PUBCHEM:119461
D0J9PK	PUBCHEM:45276387
D0J9QK	PUBCHEM:44157844
D0J9SO	PUBCHEM:11964445
D0J9SS	PUBCHEM:127714
D0J9TD	PUBCHEM:16116574
D0J9UC	PUBCHEM:11623295
D0J9VA	PUBCHEM:44409452
D0J9VP	PUBCHEM:10261531
D0J9WO	PUBCHEM:5328050
D0J9ZA	PUBCHEM:25185696
D0J9ZF	PUBCHEM:619552
D0JA5D	PUBCHEM:10304110
D0JB4G	PUBCHEM:67220
D0JB6H	PUBCHEM:11075707
D0JC4Q	PUBCHEM:15959119
D0JD1O	PUBCHEM:163884
D0JD4C	PUBCHEM:9853498
D0JD9E	PUBCHEM:194328
D0JE1I	PUBCHEM:9815923
D0JE3Z	PUBCHEM:16735569
D0JF0W	PUBCHEM:5280939
D0JF8D	PUBCHEM:11551481
D0JG2W	PUBCHEM:11381029
D0JH2D	PUBCHEM:11424570
D0JH4U	PUBCHEM:6438757
D0JH5D	PUBCHEM:44430007
D0JH7C	PUBCHEM:72810
D0JH9F	PUBCHEM:12012177
D0JH9J	PUBCHEM:11603381
D0JI0H	PUBCHEM:3542734
D0JI0Q	PUBCHEM:44407520
D0JI2X	PUBCHEM:44314268
D0JI3S	PUBCHEM:11674875
D0JI4G	PUBCHEM:10255841
D0JI8S	PUBCHEM:11470979
D0JJ6T	PUBCHEM:10021483
D0JK0I	PUBCHEM:42396
D0JL1M	PUBCHEM:5440
D0JL2T	PUBCHEM:5393152
D0JL3O	PUBCHEM:9507
D0JL8I	PUBCHEM:46879996
D0JM0Z	PUBCHEM:7970
D0JN0N	PUBCHEM:11695302
D0JN5H	PUBCHEM:9811230
D0JN8Q	PUBCHEM:11702265
D0JN9R	PUBCHEM:223566
D0JO8Q	PUBCHEM:44416758
D0JP7S	PUBCHEM:72202696
D0JQ1D	PUBCHEM:5312120
D0JQ1T	PUBCHEM:44336354
D0JQ3X	PUBCHEM:46937407
D0JQ7W	PUBCHEM:675658
D0JR0G	PUBCHEM:46222245
D0JR0W	PUBCHEM:53233900
D0JR3W	PUBCHEM:71605047
D0JR3Y	PUBCHEM:44251211
D0JS4B	PUBCHEM:190331
D0JT2N	PUBCHEM:443239
D0JT3M	PUBCHEM:20722800
D0JT8Y	PUBCHEM:21177358
D0JU4G	PUBCHEM:12310208
D0JU9N	PUBCHEM:6914623
D0JV0F	PUBCHEM:44588303
D0JV2P	PUBCHEM:2455
D0JV2S	PUBCHEM:3008304
D0JV5J	PUBCHEM:2779807
D0JV5L	PUBCHEM:11507406
D0JW1C	PUBCHEM:53386731
D0JX2S	PUBCHEM:11694647
D0JX3P	PUBCHEM:44577306
D0JY2K	PUBCHEM:10177784
D0JY6J	PUBCHEM:93114
D0JY9B	PUBCHEM:23625205
D0JZ3S	PUBCHEM:448269
D0JZ8P	PUBCHEM:453911
D0K0CJ	PUBCHEM:91932082
D0K0EW	PUBCHEM:16103193
D0K0FI	PUBCHEM:14533720
D0K0FZ	PUBCHEM:73755097
D0K0GU	PUBCHEM:44392430
D0K0HD	PUBCHEM:16118320
D0K0HU	PUBCHEM:16747715
D0K0IC	PUBCHEM:13896065
D0K0JJ	PUBCHEM:44320996
D0K0JP	PUBCHEM:20872833
D0K0KR	PUBCHEM:9895867
D0K0KT	PUBCHEM:11621207
D0K0OR	PUBCHEM:11173328
D0K0OT	PUBCHEM:1329
D0K0OY	PUBCHEM:44346192
D0K0PR	PUBCHEM:10600994
D0K0QU	PUBCHEM:11740143
D0K0SO	PUBCHEM:44418880
D0K0TJ	PUBCHEM:24772860
D0K0TO	PUBCHEM:3694504
D0K0TR	PUBCHEM:11356877
D0K0TY	PUBCHEM:73755247
D0K0UJ	PUBCHEM:49837564
D0K0UM	PUBCHEM:71540619
D0K0WK	PUBCHEM:329826
D0K0XT	PUBCHEM:71716573
D0K0YF	PUBCHEM:285645
D0K0YX	PUBCHEM:44626352
D0K0ZK	PUBCHEM:11383075
D0K1AT	PUBCHEM:16221434
D0K1AW	PUBCHEM:65124
D0K1BV	PUBCHEM:44628003
D0K1CM	PUBCHEM:10749191
D0K1CU	PUBCHEM:25154759
D0K1DR	PUBCHEM:10037501
D0K1FE	PUBCHEM:46933989
D0K1FG	PUBCHEM:5411574
D0K1HD	PUBCHEM:24750192
D0K1IE	PUBCHEM:44269042
D0K1MA	PUBCHEM:9913857
D0K1MB	PUBCHEM:11756374
D0K1MS	PUBCHEM:10336746
D0K1NM	PUBCHEM:20541332
D0K1PS	PUBCHEM:9972056
D0K1QB	PUBCHEM:20684853
D0K1QV	PUBCHEM:25108103
D0K1TQ	PUBCHEM:9934458
D0K1TW	PUBCHEM:135443280
D0K1UA	PUBCHEM:237430
D0K1UI	PUBCHEM:155448
D0K1UR	PUBCHEM:9923013
D0K1YQ	PUBCHEM:12004314
D0K1YY	PUBCHEM:95263
D0K2AR	PUBCHEM:23433606
D0K2BZ	PUBCHEM:439655
D0K2CZ	PUBCHEM:10464406
D0K2DR	PUBCHEM:12050204
D0K2EX	PUBCHEM:9804984
D0K2FQ	PUBCHEM:46906937
D0K2GB	PUBCHEM:11637307
D0K2KR	PUBCHEM:443872
D0K2MC	PUBCHEM:16221267
D0K2NJ	PUBCHEM:91827385
D0K2NY	PUBCHEM:44456101
D0K2OK	PUBCHEM:10371367
D0K2PD	PUBCHEM:1645
D0K2PI	PUBCHEM:44562672
D0K2QF	PUBCHEM:697363
D0K2SE	PUBCHEM:10703161
D0K2UA	PUBCHEM:44411266
D0K2UP	PUBCHEM:46936726
D0K2VO	PUBCHEM:44442165
D0K2XD	PUBCHEM:53391766
D0K2XJ	PUBCHEM:442679
D0K2YG	PUBCHEM:5328512
D0K2YY	PUBCHEM:3260632
D0K3AO	PUBCHEM:10425993
D0K3BO	PUBCHEM:138104
D0K3CE	PUBCHEM:6539800
D0K3CJ	PUBCHEM:22646527
D0K3ES	PUBCHEM:9951490
D0K3EW	PUBCHEM:49799108
D0K3GQ	PUBCHEM:73755251
D0K3HY	PUBCHEM:864492
D0K3JC	PUBCHEM:25021183
D0K3LN	PUBCHEM:3510137
D0K3LQ	PUBCHEM:11715556
D0K3MR	PUBCHEM:22915475
D0K3QL	PUBCHEM:10030142
D0K3RC	PUBCHEM:44294677
D0K3SI	PUBCHEM:16389
D0K3SZ	PUBCHEM:78252
D0K3TQ	PUBCHEM:10095126
D0K3TS	PUBCHEM:73204
D0K3UL	PUBCHEM:9796720
D0K3VK	PUBCHEM:16203359
D0K3VR	PUBCHEM:3603
D0K3YM	PUBCHEM:704259
D0K4AC	PUBCHEM:3035060
D0K4DP	PUBCHEM:11683928
D0K4EM	PUBCHEM:44410928
D0K4GD	PUBCHEM:10220452
D0K4GI	PUBCHEM:71587700; 60750
D0K4GK	PUBCHEM:167685
D0K4HG	PUBCHEM:9819356
D0K4HI	PUBCHEM:9579193
D0K4IH	PUBCHEM:687887
D0K4LS	PUBCHEM:10691533
D0K4MG	PUBCHEM:21609882
D0K4PK	PUBCHEM:16658352
D0K4PV	PUBCHEM:46891372
D0K4PY	PUBCHEM:114829
D0K4QW	PUBCHEM:44219619
D0K4RN	PUBCHEM:11160307
D0K4SL	PUBCHEM:6323481
D0K4SV	PUBCHEM:4102304
D0K4TI	PUBCHEM:49292
D0K4TV	PUBCHEM:385182
D0K4WI	PUBCHEM:38687
D0K4WS	PUBCHEM:44588312
D0K4XA	PUBCHEM:91932086
D0K4XQ	PUBCHEM:44427175
D0K4YP	PUBCHEM:108037
D0K4YY	PUBCHEM:44399940
D0K4ZP	PUBCHEM:24794392
D0K4ZR	PUBCHEM:11652416
D0K5CK	PUBCHEM:5468783
D0K5DA	PUBCHEM:11502240
D0K5DM	PUBCHEM:91933274
D0K5EI	PUBCHEM:306585
D0K5GG	PUBCHEM:49799652
D0K5JA	PUBCHEM:10399494
D0K5JE	PUBCHEM:2770476
D0K5JU	PUBCHEM:46867417
D0K5KG	PUBCHEM:6540050
D0K5LJ	PUBCHEM:5289310
D0K5LX	PUBCHEM:135566322
D0K5ME	PUBCHEM:30844
D0K5NQ	PUBCHEM:10421755
D0K5NV	PUBCHEM:44428109
D0K5NZ	PUBCHEM:68848
D0K5OZ	PUBCHEM:49858172
D0K5QH	PUBCHEM:107722
D0K5QJ	PUBCHEM:11188955
D0K5QW	PUBCHEM:95927
D0K5RX	PUBCHEM:135401968
D0K5UF	PUBCHEM:72710568
D0K5UI	PUBCHEM:6420160
D0K5UM	PUBCHEM:23647758
D0K5VE	PUBCHEM:21106425
D0K5WC	PUBCHEM:44567438
D0K5XL	PUBCHEM:11440885
D0K5ZY	PUBCHEM:105000
D0K6AF	PUBCHEM:9839436
D0K6BI	PUBCHEM:46943415
D0K6EG	PUBCHEM:57522038
D0K6FM	PUBCHEM:11509473
D0K6GX	PUBCHEM:288831
D0K6GY	PUBCHEM:49864679
D0K6HL	PUBCHEM:54682463
D0K6IW	PUBCHEM:11976535
D0K6MH	PUBCHEM:25147546
D0K6MI	PUBCHEM:73754996
D0K6MM	PUBCHEM:44407336
D0K6OL	PUBCHEM:880925
D0K6OM	PUBCHEM:44428838
D0K6PO	PUBCHEM:316765
D0K6QS	PUBCHEM:65510
D0K6QX	PUBCHEM:10561522
D0K6RA	PUBCHEM:25295
D0K6RG	PUBCHEM:7498
D0K6SD	PUBCHEM:45265749
D0K6SV	PUBCHEM:44560286
D0K6TE	PUBCHEM:10286087
D0K6TI	PUBCHEM:5283154
D0K6UK	PUBCHEM:100594
D0K6VR	PUBCHEM:44287208
D0K6VW	PUBCHEM:11846149
D0K6WD	PUBCHEM:13450926
D0K6WI	PUBCHEM:49862725
D0K6XD	PUBCHEM:44433256
D0K6YK	PUBCHEM:11676119
D0K6ZA	PUBCHEM:5311041
D0K6ZT	PUBCHEM:44133851
D0K7CR	PUBCHEM:445506
D0K7CV	PUBCHEM:199
D0K7CX	PUBCHEM:325597
D0K7DW	PUBCHEM:44134544
D0K7EC	PUBCHEM:705771
D0K7EZ	PUBCHEM:9900027
D0K7FA	PUBCHEM:46831062
D0K7GD	PUBCHEM:5328045
D0K7GL	PUBCHEM:10662370
D0K7HR	PUBCHEM:135409729
D0K7HT	PUBCHEM:444894
D0K7HV	PUBCHEM:11659042
D0K7JT	PUBCHEM:25208747
D0K7KM	PUBCHEM:44392958
D0K7LF	PUBCHEM:16028
D0K7LZ	PUBCHEM:11668417
D0K7PS	PUBCHEM:1069140
D0K7QP	PUBCHEM:44591633
D0K7QR	PUBCHEM:45269423
D0K7RO	PUBCHEM:11646379
D0K7SU	PUBCHEM:73755122
D0K7UL	PUBCHEM:68535
D0K7WW	PUBCHEM:18068
D0K7XM	PUBCHEM:362025
D0K7XQ	PUBCHEM:10561814
D0K7XU	PUBCHEM:44369651
D0K7YL	PUBCHEM:447476
D0K8AP	PUBCHEM:16202050
D0K8AU	PUBCHEM:46891060
D0K8BT	PUBCHEM:25129490
D0K8BZ	PUBCHEM:11774008
D0K8DH	PUBCHEM:9922499
D0K8DY	PUBCHEM:44373281
D0K8DZ	PUBCHEM:11672774
D0K8ED	PUBCHEM:44340905
D0K8EE	PUBCHEM:261394
D0K8EZ	PUBCHEM:486318
D0K8LN	PUBCHEM:44400752
D0K8MF	PUBCHEM:10858374
D0K8MN	PUBCHEM:44448617
D0K8NO	PUBCHEM:91820714
D0K8PH	PUBCHEM:11744001
D0K8QD	PUBCHEM:63059
D0K8RK	PUBCHEM:11513676
D0K8SK	PUBCHEM:237746
D0K8VA	PUBCHEM:10436120
D0K8VL	PUBCHEM:44407578
D0K8VR	PUBCHEM:73754997
D0K8XC	PUBCHEM:6134
D0K8YD	PUBCHEM:76332060
D0K8YI	PUBCHEM:11845976
D0K8ZD	PUBCHEM:73353193
D0K8ZW	PUBCHEM:10998551
D0K8ZZ	PUBCHEM:448222
D0K9BF	PUBCHEM:482211
D0K9GC	PUBCHEM:11209825
D0K9GG	PUBCHEM:132629
D0K9HE	PUBCHEM:11957626
D0K9HO	PUBCHEM:25021164
D0K9KJ	PUBCHEM:14660352
D0K9KQ	PUBCHEM:44418868
D0K9KZ	PUBCHEM:5017
D0K9LT	PUBCHEM:16063378
D0K9LV	PUBCHEM:44450156
D0K9MT	PUBCHEM:10912152
D0K9NK	PUBCHEM:16066792
D0K9NW	PUBCHEM:18326767
D0K9OK	PUBCHEM:644005
D0K9ON	PUBCHEM:10040402
D0K9QQ	PUBCHEM:54680693
D0K9TS	PUBCHEM:44400741
D0K9UN	PUBCHEM:589138
D0K9VE	PUBCHEM:135474209
D0K9WJ	PUBCHEM:11324846
D0K9XV	PUBCHEM:16114884
D0K9YS	PUBCHEM:44576211
D0KA4R	PUBCHEM:11735696
D0KA9Y	PUBCHEM:16221266
D0KB2R	PUBCHEM:42776886
D0KB6Q	PUBCHEM:24689999
D0KB6T	PUBCHEM:721954
D0KB8D	PUBCHEM:44427133
D0KC2Z	PUBCHEM:445675
D0KC9E	PUBCHEM:9862110
D0KD6O	PUBCHEM:5288598
D0KD6S	PUBCHEM:44278378
D0KD8D	PUBCHEM:44393544
D0KD9F	PUBCHEM:223368
D0KD9M	PUBCHEM:44592198
D0KE3I	PUBCHEM:44350655
D0KE3S	PUBCHEM:12302172
D0KE8R	PUBCHEM:9794258
D0KF0N	PUBCHEM:64984
D0KF2P	PUBCHEM:44126037
D0KF3N	PUBCHEM:10083699
D0KG0Z	PUBCHEM:11471812
D0KG1D	PUBCHEM:25069444
D0KG3M	PUBCHEM:25192460
D0KH1D	PUBCHEM:9816478
D0KH3M	PUBCHEM:39230
D0KH5R	PUBCHEM:10449757
D0KH5T	PUBCHEM:5687
D0KH8S	PUBCHEM:16203474
D0KH9W	PUBCHEM:5280893
D0KH9Z	PUBCHEM:44297622
D0KI3F	PUBCHEM:44554272
D0KI5P	PUBCHEM:3167869
D0KJ3H	PUBCHEM:16203431
D0KJ4Q	PUBCHEM:5352127
D0KJ7C	PUBCHEM:10339001
D0KK4C	PUBCHEM:10154137
D0KK4F	PUBCHEM:13195
D0KK6A	PUBCHEM:15126552
D0KL1I	PUBCHEM:46936835
D0KL1P	PUBCHEM:10474335
D0KL4K	PUBCHEM:71041983
D0KL5N	PUBCHEM:16737135
D0KM0Y	PUBCHEM:10423637
D0KM1H	PUBCHEM:1326
D0KM7H	PUBCHEM:11821974
D0KN0K	PUBCHEM:44374075
D0KN1L	PUBCHEM:5491980
D0KN6Q	PUBCHEM:442530
D0KO6Y	PUBCHEM:4324257
D0KO9R	PUBCHEM:6451
D0KP0W	PUBCHEM:3121
D0KP3K	PUBCHEM:10065953
D0KQ1K	PUBCHEM:91936664
D0KQ6L	PUBCHEM:20872830
D0KQ6U	PUBCHEM:44243460
D0KQ8A	PUBCHEM:44555370
D0KQ9H	PUBCHEM:10468938
D0KS0I	PUBCHEM:24894910
D0KS1Z	PUBCHEM:73755243
D0KS2T	PUBCHEM:447518
D0KS2X	PUBCHEM:100812
D0KS3X	PUBCHEM:9840599
D0KS6A	PUBCHEM:44254078
D0KT2M	PUBCHEM:44133674
D0KT3L	PUBCHEM:10454501
D0KT3P	PUBCHEM:154730700
D0KT4N	PUBCHEM:122357
D0KT5E	PUBCHEM:5311264
D0KU2D	PUBCHEM:899774
D0KU5D	PUBCHEM:44520886
D0KU6D	PUBCHEM:10679289
D0KV4G	PUBCHEM:15887436
D0KW2M	PUBCHEM:6918602
D0KW4Y	PUBCHEM:10485385
D0KW6V	PUBCHEM:11624425
D0KX3C	PUBCHEM:9871234
D0KX3H	PUBCHEM:577022
D0KX3X	PUBCHEM:44593524
D0KX6D	PUBCHEM:121874
D0KY9B	PUBCHEM:4627204
